store_id,region,daily_sales,daily_cost,u_r
84,Central,"{""[1323,1394)"",""[1340,1409)"",""[1363,1426)""}","{""[613,684)"",""[630,699)"",""[653,716)""}",837
84,Central,"{""[1204,1239)"",""[1248,1303)"",""[1258,1292)""}","{""[428,463)"",""[472,527)"",""[482,516)""}",838
84,Central,"{""[1634,1699)"",""[1641,1674)"",""[1675,1713)""}","{""[753,818)"",""[760,793)"",""[794,832)""}",839
84,Central,"{""[1110,1137)"",""[1141,1196)"",""[1332,1369)""}","{""[418,445)"",""[449,504)"",""[640,677)""}",840
85,Central,"{""[1530,1871)""}","{""[873,1068)""}",841
85,Central,"{""[1158,1416)""}","{""[660,808)""}",842
85,Central,"{""[1121,1371)""}","{""[639,783)""}",843
85,Central,"{""[1439,1759)""}","{""[820,1004)""}",844
85,Central,"{""[973,1191)""}","{""[555,679)""}",845
85,Central,"{""[896,1096)""}","{""[511,625)""}",846
85,Central,"{""[1574,1924)""}","{""[898,1098)""}",847
85,Central,"{""[923,1129)""}","{""[526,644)""}",848
85,Central,"{""[1550,1896)""}","{""[884,1082)""}",849
85,Central,"{""[1351,1653)""}","{""[771,943)""}",850
86,Central,"{""[2070,2071)""}","{""[1017,1018)""}",851
86,Central,"{""[1492,1493)""}","{""[733,734)""}",852
86,Central,"{""[1794,1795)""}","{""[881,882)""}",853
86,Central,"{""[1492,1493)""}","{""[733,734)""}",854
86,Central,"{""[1324,1325)""}","{""[650,651)""}",855
86,Central,"{""[1980,1981)""}","{""[972,973)""}",856
86,Central,"{""[1459,1460)""}","{""[717,718)""}",857
86,Central,"{""[1263,1264)""}","{""[620,621)""}",858
86,Central,"{""[2150,2151)""}","{""[1056,1057)""}",859
86,Central,"{""[1445,1446)""}","{""[710,711)""}",860
87,Central,"{""[546,668)""}","{""[174,214)""}",861
87,Central,"{""[597,731)""}","{""[190,234)""}",862
87,Central,"{""[674,824)""}","{""[215,263)""}",863
87,Central,"{""[475,581)""}","{""[152,186)""}",864
87,Central,"{""[777,951)""}","{""[248,304)""}",865
87,Central,"{""[782,956)""}","{""[249,305)""}",866
87,Central,"{""[483,591)""}","{""[153,189)""}",867
87,Central,"{""[664,812)""}","{""[211,259)""}",868
87,Central,"{""[747,914)""}","{""[238,292)""}",869
87,Central,"{""[599,733)""}","{""[190,234)""}",870
88,Central,"{""[1367,1368)""}","{""[518,519)""}",871
88,Central,"{""[1666,1667)""}","{""[631,632)""}",872
88,Central,"{""[1906,1907)""}","{""[723,724)""}",873
88,Central,"{""[1154,1155)""}","{""[437,438)""}",874
88,Central,"{""[1600,1601)""}","{""[606,607)""}",875
88,Central,"{""[1564,1565)""}","{""[593,594)""}",876
88,Central,"{""[1737,1738)""}","{""[658,659)""}",877
88,Central,"{""[1933,1934)""}","{""[733,734)""}",878
88,Central,"{""[1911,1912)""}","{""[725,726)""}",879
88,Central,"{""[1233,1234)""}","{""[467,468)""}",880
89,Central,"{""[2486,2487)""}","{""[920,921)""}",881
89,Central,"{""[1796,1797)""}","{""[665,666)""}",882
89,Central,"{""[1909,1910)""}","{""[707,708)""}",883
89,Central,"{""[2416,2417)""}","{""[894,895)""}",884
89,Central,"{""[2445,2446)""}","{""[905,906)""}",885
89,Central,"{""[2404,2405)""}","{""[890,891)""}",886
89,Central,"{""[2347,2348)""}","{""[869,870)""}",887
89,Central,"{""[1351,1352)""}","{""[500,501)""}",888
89,Central,"{""[1993,1994)""}","{""[737,738)""}",889
89,Central,"{""[1463,1464)""}","{""[541,542)""}",890
90,Central,"{""[777,851)"",""[848,880)"",""[967,1016)""}","{""[243,317)"",""[314,346)"",""[433,482)""}",891
90,Central,"{""[933,999)"",""[981,1046)"",""[1084,1145)""}","{""[316,382)"",""[364,429)"",""[467,528)""}",892
90,Central,"{""[617,648)"",""[670,726)"",""[864,932)""}","{""[195,226)"",""[248,304)"",""[442,510)""}",893
90,Central,"{""[911,936)"",""[949,1011)"",""[962,1014)""}","{""[357,382)"",""[395,457)"",""[408,460)""}",894
90,Central,"{""[597,617)"",""[714,754)""}","{""[204,224)"",""[321,361)""}",895
90,Central,"{""[694,735)"",""[786,854)""}","{""[249,290)"",""[341,409)""}",896
90,Central,"{""[713,774)"",""[764,828)""}","{""[255,316)"",""[306,370)""}",897
90,Central,"{""[626,671)"",""[783,822)""}","{""[189,234)"",""[346,385)""}",898
90,Central,"{""[935,978)"",""[1111,1189)"",""[1137,1164)""}","{""[357,400)"",""[533,611)"",""[559,586)""}",899
90,Central,"{""[814,864)"",""[824,873)""}","{""[259,309)"",""[269,318)""}",900
91,Central,"{""[1643,1644)""}","{""[1142,1143)""}",901
91,Central,"{""[1782,1783)""}","{""[1238,1239)""}",902
91,Central,"{""[1700,1701)""}","{""[1181,1182)""}",903
91,Central,"{""[1769,1770)""}","{""[1230,1231)""}",904
91,Central,"{""[1901,1902)""}","{""[1321,1322)""}",905
91,Central,"{""[1438,1439)""}","{""[999,1000)""}",906
91,Central,"{""[1468,1469)""}","{""[1020,1021)""}",907
91,Central,"{""[1995,1996)""}","{""[1386,1387)""}",908
91,Central,"{""[2118,2119)""}","{""[1472,1473)""}",909
91,Central,"{""[1296,1297)""}","{""[901,902)""}",910
92,Central,"{""[832,833)""}","{""[424,425)""}",911
92,Central,"{""[1156,1157)""}","{""[590,591)""}",912
92,Central,"{""[821,822)""}","{""[419,420)""}",913
92,Central,"{""[1145,1146)""}","{""[585,586)""}",914
92,Central,"{""[1117,1118)""}","{""[570,571)""}",915
92,Central,"{""[1162,1163)""}","{""[593,594)""}",916
92,Central,"{""[879,880)""}","{""[449,450)""}",917
92,Central,"{""[999,1000)""}","{""[510,511)""}",918
92,Central,"{""[1127,1128)""}","{""[575,576)""}",919
92,Central,"{""[857,858)""}","{""[437,438)""}",920
93,Central,"{""[420,514)""}","{""[245,301)""}",921
93,Central,"{""[560,686)""}","{""[328,402)""}",922
93,Central,"{""[660,808)""}","{""[387,474)""}",923
93,Central,"{""[541,663)""}","{""[316,388)""}",924
93,Central,"{""[561,687)""}","{""[328,402)""}",925
93,Central,"{""[542,664)""}","{""[317,389)""}",926
93,Central,"{""[409,501)""}","{""[239,293)""}",927
93,Central,"{""[545,667)""}","{""[318,390)""}",928
93,Central,"{""[660,808)""}","{""[386,472)""}",929
93,Central,"{""[632,774)""}","{""[369,453)""}",930
94,Central,"{""[1158,1159)""}","{""[464,465)""}",931
94,Central,"{""[1057,1058)""}","{""[424,425)""}",932
94,Central,"{""[734,735)""}","{""[294,295)""}",933
94,Central,"{""[915,916)""}","{""[367,368)""}",934
94,Central,"{""[745,746)""}","{""[298,299)""}",935
94,Central,"{""[1309,1310)""}","{""[525,526)""}",936
94,Central,"{""[1273,1274)""}","{""[510,511)""}",937
94,Central,"{""[748,749)""}","{""[300,301)""}",938
94,Central,"{""[1272,1273)""}","{""[510,511)""}",939
94,Central,"{""[726,727)""}","{""[291,292)""}",940
95,Central,"{""[1202,1203)""}","{""[446,447)""}",941
95,Central,"{""[1334,1335)""}","{""[495,496)""}",942
95,Central,"{""[1127,1128)""}","{""[418,419)""}",943
95,Central,"{""[987,988)""}","{""[366,367)""}",944
95,Central,"{""[1343,1344)""}","{""[498,499)""}",945
95,Central,"{""[963,964)""}","{""[357,358)""}",946
95,Central,"{""[1266,1267)""}","{""[470,471)""}",947
95,Central,"{""[1290,1291)""}","{""[478,479)""}",948
95,Central,"{""[959,960)""}","{""[356,357)""}",949
95,Central,"{""[1150,1151)""}","{""[427,428)""}",950
96,Central,"{""[1698,1699)""}","{""[1103,1104)""}",951
96,Central,"{""[1412,1413)""}","{""[917,918)""}",952
96,Central,"{""[1255,1256)""}","{""[815,816)""}",953
96,Central,"{""[1589,1590)""}","{""[1032,1033)""}",954
96,Central,"{""[1581,1582)""}","{""[1027,1028)""}",955
96,Central,"{""[1767,1768)""}","{""[1148,1149)""}",956
96,Central,"{""[1296,1297)""}","{""[841,842)""}",957
96,Central,"{""[1091,1092)""}","{""[709,710)""}",958
96,Central,"{""[1109,1110)""}","{""[720,721)""}",959
96,Central,"{""[1366,1367)""}","{""[887,888)""}",960
97,Central,"{""[1448,1770)""}","{""[849,1039)""}",961
97,Central,"{""[1696,2074)""}","{""[995,1217)""}",962
97,Central,"{""[1205,1473)""}","{""[707,865)""}",963
97,Central,"{""[1289,1577)""}","{""[756,926)""}",964
97,Central,"{""[1229,1503)""}","{""[721,883)""}",965
97,Central,"{""[1793,2193)""}","{""[1053,1288)""}",966
97,Central,"{""[1612,1972)""}","{""[946,1158)""}",967
97,Central,"{""[1090,1334)""}","{""[639,783)""}",968
97,Central,"{""[1684,2060)""}","{""[989,1209)""}",969
97,Central,"{""[1351,1653)""}","{""[793,971)""}",970
98,Central,"{""[1492,1493)""}","{""[1006,1007)""}",971
98,Central,"{""[1308,1309)""}","{""[882,883)""}",972
98,Central,"{""[1867,1868)""}","{""[1259,1260)""}",973
98,Central,"{""[1711,1712)""}","{""[1153,1154)""}",974
98,Central,"{""[1950,1951)""}","{""[1315,1316)""}",975
98,Central,"{""[2162,2163)""}","{""[1458,1459)""}",976
98,Central,"{""[1497,1498)""}","{""[1009,1010)""}",977
98,Central,"{""[1284,1285)""}","{""[866,867)""}",978
98,Central,"{""[1703,1704)""}","{""[1148,1149)""}",979
98,Central,"{""[1810,1811)""}","{""[1220,1221)""}",980
99,Central,"{""[1367,1368)""}","{""[882,883)""}",981
99,Central,"{""[2260,2261)""}","{""[1458,1459)""}",982
99,Central,"{""[1465,1466)""}","{""[945,946)""}",983
99,Central,"{""[2179,2180)""}","{""[1406,1407)""}",984
99,Central,"{""[1823,1824)""}","{""[1176,1177)""}",985
99,Central,"{""[1825,1826)""}","{""[1177,1178)""}",986
99,Central,"{""[2029,2030)""}","{""[1308,1309)""}",987
99,Central,"{""[2077,2078)""}","{""[1339,1340)""}",988
99,Central,"{""[1468,1469)""}","{""[947,948)""}",989
99,Central,"{""[2137,2138)""}","{""[1378,1379)""}",990
100,Central,"{""[1229,1503)""}","{""[624,764)""}",991
100,Central,"{""[1028,1258)""}","{""[522,640)""}",992
100,Central,"{""[1772,2166)""}","{""[900,1102)""}",993
100,Central,"{""[1714,2096)""}","{""[871,1065)""}",994
100,Central,"{""[1741,2129)""}","{""[884,1082)""}",995
100,Central,"{""[1502,1836)""}","{""[763,933)""}",996
100,Central,"{""[1335,1633)""}","{""[678,830)""}",997
100,Central,"{""[1392,1702)""}","{""[707,865)""}",998
100,Central,"{""[1791,2191)""}","{""[910,1114)""}",999
100,Central,"{""[1766,2160)""}","{""[898,1098)""}",1000
